序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
1349,17,flat,0,"adj.平坦的，扁平的;断然的，绝对的;无生气的,乏味的mn.平面,平坦部分【解】adj.价格统一的;租借，租借",断然的；绝对的；乏味的；价格统一的；租借
1350,17,flatter,0,vt.奉承;使高兴,使高兴
1351,17,flavour / flavor,0,n.味，味道，风味vt.使…调味，加味于,味道
1352,17,flee,0,v.逃走，逃掉，逃避，逃离（某人或物);消失,逃走；逃离
1353,17,flesh,0,n.肉，肌肉【解】v（一out)充实，完善,充实；完善
1354,17,flight,0,n.飞翔，飞行，航班，航行，逃跑，溃退，楼梯的一段,飞翔；飞行；航班；逃跑
1355,17,any,0,adj.任何的，一些的;什么pron.任何人，任何东西adv稍，丝毫,任何的
1356,17,anybody,0,pron.任何人，无论谁，重要人物,任何人
1357,17,anyhow,0,adv(=anyway)不管怎样，无论如何;随随便便地，杂乱无章地,杂乱无章地
1358,17,anything,0,pron.不论任何东西;(but)除…以外任何事（物)，根本不（是)n.严重事情，具有重要性的人（或事物)adv.在任何方面，在任何程度上,不论任何东西
1359,17,anyway,0,adv.无论如何,无论如何
1360,17,anywhere,0,adv.到（在)任何地方，无论哪里,到（在)任何地方；无论哪里
1361,17,asset,0,n.资产，财产，有用的资源，宝贵的人（或物)，有价值的人（或事物),资产；财产；有价值的人（或事物)
1362,17,assign,0,vt.分配，委派;指定（时间、地点等),分配；委派；指定
1363,17,assignment,0,n.分配，委派!任务;（（课外)作业,分配；任务;（课外)作业
1364,17,bibliography,0,n.书目，文献目录,书目；文献目录
1365,17,bin,0,n.箱柜,箱柜
1366,17,bind,0,v.捆扎，绑，束缚,捆扎
1367,17,biography,0,n.传记,传记
1368,17,biology,0,n.生物学,生物学
1369,17,bit,0,n.一点，一片，一些【解】n.少量,少量
1370,17,bite,0,"n.一口，(表演，文章等的)影响力，感染力，尖锐，犀利v(bit,bitten)咬，叮",一口；咬
1371,17,bitter,0,adj，（有)苦味的，痛苦的，惨痛的,(有)苦味的；痛苦的
1372,17,bizarre,0,adj.（指态度、容貌、款式等)奇异的，古怪的,奇异的；古怪的
1373,17,coherent,0,adj.一致的，协调的【解】adj.（思想、论点等)合乎逻辑的;清楚易懂的,一致的；合乎逻辑的；清楚易懂的
1374,17,cohesive,0,adj.粘着的，有结合力的,有结合力的
1375,17,coin,0,n.硬币，金属货币沪铸（币)；发明，杜扎（新字等),硬币；铸(币)；发明
1376,17,coke,0,n.焦煤，焦炭，可卡因可口可乐v将（煤)制成焦炭,焦淡；可卡因
1377,17,collaborate,0,vi（（尤指在文艺、科学等方面)合作，协作,合作；协作
1378,17,collar,0,n.衣领;（狗等的)项轿,衣领
1379,17,colonel,0,n.（陆军)上校,（陆军)上校
1380,17,colonial,0,adj.殖民（地)的,殖民（地)的
1381,17,colony,0,n.殖民地;聚集人群，聚居地（区);（（同一处生活或生长的动植物的)群，群,殖民地
1382,17,combination,0,n.结合，联合;化合（物),结合；联合
1383,17,enthusiasm,0,n.热情，热心,热情，热心
1384,17,enthusiastic,0,adj.热情的，热心的,热情的；热心的
1385,17,entire,0,adj.整体的，全部的，完整的,整体的；全部的；完整的
1386,17,entitle,0,vt.给（书、文章等)题名(to)给…权利，给…资格,给（书、文章等)题名;（to)给…权利
1387,17,entity,0,n.实体，存在（物),实体
1388,17,entrepreneur,0,n.企业家;承包人，主办人，促进者,企业家
1389,17,entrance,0,n.入口，门口，进入，入学，入会,进入；入学；入会
1390,17,entry,0,n.进入，入口;(to)通道，记载，条目,进入；入口
1391,17,whale,0,n.鲸，巨大的人或物v捕鲸，殴打，猛击,鲸；巨大的人或物；猛击
1392,17,whatever,0,pron.（引出状语从名或名词从句)无论什么，不管怎样adj.无论什么样的,无论什么；无论什么样的
1393,17,whenever,0,conj.无论何时，随时，每当,无论何时；每当
1394,17,whereas,0,conj.而，却，反之;考虑到…；鉴于,而；却；反之
1395,17,whereby,0,adv.赁此，借以，由于,攒此；借以
1396,17,wherever,0,conj.在任何地方adv究竟在哪里，究竟到哪里，无论在哪里，无论到哪里,无论在哪里
1397,17,whichever,0,pron./adj.无论哪个，无论哪些,无论哪个；无论哪些
1398,17,while,0,conj.（=whilst)当…的时候，在…期间，而，然而;尽管，虽然n.（一段)时间，一会儿vv(away)消磨,当…的时候；在…期间；然而；尽管；一段)时间；一会儿
1399,17,whip,0,n.蒜子v抽打，蒜答，搅打，打成泡沫，偷（某物)【解】n.纪律委员,鞭子；蒜答；纪律委员
1400,17,whistle,0,v.歇口哨，鸣笛nm口哨，汽笛;口哨声，汽笛声,吹口哨；口哨
1401,17,whoever,0,pron.（（引导名词性从句)谁，无论谁，不管谁，完竟是谁,无论谁
1402,18,bloom,0,n.花开（（期)花（共)vv开花;变得健康（或快活、自信);繁荣，兴盛,开花；变得健康（或快活、自信)；繁荣
1403,18,blossom,0,n.花;一片花vi开花【解】vi.繁荣,开花；繁荣
1404,18,blow,0,v(blew，blown)吹响（（乐器、号角);吹，充气，爆炸，爆裂，(保险丝)断掉n.殴打，打击,打击
1405,18,blueprint,0,n.蓝图，设计图，计划,蓝图；设计图
1406,18,blunder,0,vi.(因无知、粗心等而)犯大错;跟跟踊踊地走mn.大错,犯大错；大错
1407,18,blunt,0,adj.钝的，率直的，直言不讳的v（（使)钝，使迟钝，使减弱,率直的；直言不讳的；使迟钝
1408,18,blur,0,n.模糊不清v使模糊，使看不清,使模糊
1409,18,blush,0,v（因害羞、激动、窘困等)脸红;羞愧，发窖n.脸红,脸红
1410,18,praise,0,v.赞扬，称赞n.称赞，痪美，赞美的话,锡扬；称赞；赞美
1411,18,pray,0,v.请求，妓求;祈裤，祈求,祈祷；祈求
1412,18,prayer,0,n.祈裤，实告，裤文,裤文
1413,18,resemblance,0,n.相似，相似处,相似；相似处
1414,18,resemble,0,vt.像，类似,类似
1415,18,reservoir,0,n.水库，蓄水池【解】n.大量储备,水库；蔷水池；大量储备
1416,18,residence,0,n.住处，住宅,住处；住宅
1417,18,resident,0,n.居民，常住者adj.居住的,居民
1418,18,resign,0,v.辞职，引退，听任，顺从，放弃，抛弃,辞职
1419,18,resolute,0,adj.坚决的，果断的,坚决的；果断的
1420,18,resolution,0,"mn坚定，决心;决定，交议;解决,分解",决议
1421,18,resolve,0,v.解决，消除，决定，决心;分解，解析mn决心，决定，决议,解决
1422,18,specimen,0,n.标本，样本,标本；样本
1423,18,spectacle,0,n.景象，奇观，壮观，场面，眼镜，护目镜,奇观；眼镜
1424,18,spectator,0,n.旁观者，观众,旁观者；观众
1425,18,spectrum,0,n.光，光谱;频谱，范围，系列,范围；系列
1426,18,sphere,0,n.球，球体;范围，领域【解】n.阶层,范围；领域；阶层
1427,18,spicy,0,adj.辛辣的，加香料的，有和刺激性的，有趣味的，下流的，粗俗的，刺激的,辛并的；有和刺激性的
1428,18,spill,0,Vv(spilling，spit或spilled)溢出，溅出;摔下，跌下n.摔下，跌下,溢出；溅出
1429,18,spin,0,v(spun或span，spun)纺(线)，纺（纱);旋转；吐丝;结网，编织mn.旋转，自转,旋转
1430,18,spine,0,n.兰柱，书将;（植物或动物的)刺,兰柱；刺
1431,18,spiral,0,n.螺旋，连续升降，陡升或又降adj.螺旋形的，盘旋的，上升的v盘旋【解】v.和急剧增长,急剧增长
1432,18,spirit,0,n.精神，气概，志气，情绪，心情，酒精，烈酒,精神；志气；情绪
1433,18,spiritual,0,adj.精神上的，心灵的,精神上的；心灵的
1434,18,spit,0,v(spat，spat)吐出，吐痰_n.唾液,吐出；唾液
1435,18,spite,0,n.恶意，怨恨v刁难，使恼翁【解】n.(inof)不管，尽管,恶意；不管；尽管
1436,18,splash,0,v.溅泼，溅湿。n.溅，泼【解】n.变动,溅滩；率动
1437,18,splendid,0,"adj.华丽的，精美的，极好的;壮丽的，迎,煌的",极好的
1438,18,split,0,v.辟开，切开，裂开，分裂，分离nn裂口，裂颖，分裂，分化,分裂；分离
1439,18,spontaneous,0,adj.自发的，自然产生的,自发的；自然产生的
1440,18,spot,0,"n.查点，污点，地点，场所v天污，弄脏;发现,认",地点；发现
1441,18,spouse,0,n.配偶（指夫或麦)，夫妇,配偶
1442,18,time,0,v.测定…时间；为…定时;调整，调准,时间；时刻；时期；次；回；倍
1443,18,timely,0,adj.及时的，适时的,及时的；适时的
1444,18,timid,0,adj.胆愤的，情弱的,胆愤的
1445,18,tin,0,n.饶头，锡,饶头；锡
1446,18,tiny,0,adj.极小的，微小的,极小的；微小的
1447,18,tower,0,"n.塔，塔楼，高楼v高笃,上六",塔；塔楼
1448,18,toxic,0,adj.有毒的，中毒的,有毒的
1449,18,wicked,0,adj.缺德的，那恶的，恶劣的，淘气的，顽皮的,那恶的；淘气的
1450,18,width,0,n.宽度，广度,宽度；广度
1451,18,wild,0,adj.野性的，野生的，野蛮的，匾芜的，狂热的，疯狂的【解】n.(the~)野外adv.胡乱地,野生的；野外；胡乱地
1452,18,wind,0,v.绕，缠，包，圳;上发条;迁回，昱晓:迁回而行n.风，汽流;气味，肠气，上骨气，气息;呼吸,绕；蚁赋；风；气息
1453,18,wink,0,n.脖眼，瞬间，一会儿_v妈眼，使眼色；（指光、星)等闪烁,退眼；有退眼；(指光、星)等闪烁
1454,18,arm,0,n.（（手)臂，臂状物v武装，装备,（手)辟；臂状物；武装；装备
1455,18,army,0,n.军队;陆军;-大群,军队；陆军；一大群
1456,18,congratulate,0,vt(on)祝贺，贺喜,祝贺
1457,18,congratulation,0,n.(on)祝贺;贺词,祝寓
1458,18,conjunction,0,n.连接，联合;连词【解】n.（事件的)同时发生,联合；同时发生
1459,18,conquer,0,vt.征服，占领,征服；占领
1460,18,conquest,0,n.征服，战胜,征服；战胜
1461,18,disaster,0,"1天灾,灾难",灾难
1462,18,disastrous,0,adj.灾难性的,灾难性的
1463,18,discard,0,vt.委弃，抛弃,丢弃；抛弃
1464,18,discern,0,n.看出，觉察出识别，区别,看出；觉察出；识别
1465,18,discharge,0,n.批准离开，命令离开；释放;排出，放出;流出;完成;履行v释放；免职，出院，退伍;排出，放出;履行（责任)，清偿债务),免职；排出；放出
1466,18,era,0,n.时代，纪元,时代
1467,18,eradicate,0,\必根除，消灭;杜绝,根除；消灭
1468,18,erase,0,vt.探掉，抹掉，消除,抹掉；消除
1469,18,erect,0,adj.紧直的，垂直的，竖起的vv竖立，使直立架设，建造,建造
1470,18,erode,0,v（常用被动态)侵蚀，腐蚀，风化，逐渐毁坏，削弱，损害,侵蚀；风化；削弱
1471,18,erosion,0,n.侵蚀，腐蚀，磨损，削弱，减少,侵蚀；腐蚀；削弱
1472,18,erroneous,0,adj.错误的，不正确的,错误的；不正确的
1473,18,error,0,n.错误，过失,错误；过失
1474,18,erupt,0,v（（火山、喷泉等)喷发;战争、冲突、危机、问题等)爆发，突然发生,爆发；突然发生
1475,18,escalate,0,v.逐步增长或发展,逐步增长或发展
1476,18,escort,0,n.护卫（（队)，护送，陪伴异性的人（在社交场合)vt.护送某人,护卫（队)；护送某人
1477,18,foam,0,v.起泡沫_n.泡淋,泡沫
1478,18,focus,0,n.焦点，焦距;（活动、兴趣等的)中心v(on)使聚集，集中,活动、兴趣等的)中心；使聚集，集中
1479,18,fog,0,n.雾v雾气笼墨（某物)；有雾气【解】v.使困惑，使变模糊，使混淆不清,使困惑；使变模糊；使混淆不清
1480,18,nourish,0,vt.养育;滋养，施肥于;怀抱（和希望、仇恨等)，塔育，助长，支持,养育；滋养
1481,18,novel,0,adj.新颖的，新奇的_n.(长篇)小说,新颖的；新奇的；（长篇)小说
1482,18,novelty,0,"n,新奇，新颖",新奇；新颖
1483,18,nowadays,0,adv.现今，现在,现今；现在
1484,18,nowhere,0,adv.任何地方都不，哪都没有,任何地方都不
1485,19,apartment,0,"n.（英)房间，套间,(美)公寓",房间；套间；公寓
1486,19,ape,0,n.类人猿v(为了取笑而)模仿;模仿，照搬（别人的做法),模仿
1487,19,apologise / -ize,0,vi.道次，认错,道歉；认错
1488,19,apology,0,n.道炊，杀意，认错,道歉；认错
1489,19,bleak,0,adj.荒凉的，暗淡的;无希望的,暗淡的；无希望的
1490,19,bleed,0,v.出血，流血,出血；流血
1491,19,blend,0,n.混合（物)v.混合，混杂;使混合,混合（物)；使混合
1492,19,bless,0,\必祝福，保佑,祝福
1493,19,comfort,0,n.每适:安奈vt.安奈，使舒适,舒适；安奈
1494,19,come,0,"所出现（于)，位于，开始，辜巧，产生（于)，来（自)，变成,成为",出现（于)；开始；产生（于)；变成；成为
1495,19,comedy,0,n.喜剧，某事物的有趣方面，幽默,喜剧
1496,19,comet,0,n.趋星，扫把星,韦星
1497,19,comic,0,n.喜剧演员，(儿童)连环画册adj.可笑的，滑稽的，喜剧的，有喜剧成分的,(儿童)连环画册；滑稽的；喜剧的
1498,19,commemorate,0,vt.纪念，庆祝,
1499,19,commence,0,v.开始，着手,开始；着手
1500,19,commonplace,0,adj.平凡的;陈腐的【解】n.寻常的事物,平凡的；寻常的事物
1501,19,commonwealth,0,nm共和国，联邦，共同体,联邦
1502,19,commute,0,v.上下班往返；通勤，减刑n.通勤的路程,上下班往返；通勤；通勤的路程
1503,19,diabetes,0,n.糖尿病，多尿证,糖尿病
1504,19,diagnose,0,履诊断，判断,诊断
1505,19,diagram,0,n.图解，图表,图表
1506,19,dial,0,n.钟（（表)面，刻度盘，拨号盘v拨号，打电话,刻度盘；拨号
1507,19,dialect,0,n-方言,方言
1508,19,diameter,0,n.直径，放大率，放大倍数,直径
1509,19,dictate,0,vv指示，命令;口授，使听写【解】v.强行规定;支配，决定，影响,强行规定；支配；决定；影响
1510,19,dictation,0,n.听写，口授,听写；口授
1511,19,diet,0,n.饮食，食物【解】v.节食,饮食；食物；节食
1512,19,differentiate,0,v.使不同，区分，区别,区分；区别
1513,19,dig,0,vi.控，掘,挖，掘
1514,19,digest,0,v.消化（食物);（指食物)被消化_n.摘要，文摘,摘要；文摘
1515,19,digital,0,adj.数字的;数码的,数字的；数码的
1516,19,dignity,0,n(举止、态度等)庄严，尊严,尊严
1517,19,envisage,0,vt.展望，想象;正视，面对（事实等),展望；想象
1518,19,envy,0,vt/n.闵幕，妒忌,羡慕；妒忌
1519,19,equal,0,adj.(to)相等的，平等的，(to)能胜任的，相当的n.（地位)）相等的人，对等的事物vt.等于,（to)相等的；平等的；等于
1520,19,equality,0,n.同等，平等,平等
1521,19,equivalent,0,adj.相等的，相同的_n.相等物，等价物,相等的；等价物
1522,19,equation,0,n.等式，方程式【解】n.（须综合考虑的)影响因素,等式；方程式；影响因素
1523,19,equator,0,n.亦道,赤道
1524,19,float,0,v.浮动，际动n.救生征,际动
1525,19,flock,0,"vi.群集，成群结队n.（一)和群,(禽、畜等的)群，大量，众多",群集；成群结队
1526,19,flood,0,"n.洪水,水灾v(in)涌进，泛滥:淹没",洪水；水灾；泛滥；淹没
1527,19,flow,0,"v.流,流动n流量,济速",流；流动
1528,19,flu / influenza,0,n.流行性感冒,
1529,19,fluctuate,0,v.波动，起伏，涨落;动摇,波动；起伏
1530,19,fluent,0,adj.流利的，流畅的,流利的；流畅的
1531,19,fluid,0,adj.流动的，液体的_n.流体，液体,流动的
1532,19,flush,0,v(水)奔流，脸红;冲洗，兴奋;得意adj.富裕的，充足的，齐平的，同高的,脸红；齐平的
1533,19,fly,0,n.苍蝇，(会飞的)昆虫adj.机灵的，精明的v(flew，flown)（指鸟或昆由)飞，飞翔;飞行，航行，驾驶（飞机等)，操纵（（飞行器等);空运(货物或乘客),苍蝇；飞；飞行；航行
1534,19,microphone,0,"n,.话简，扩音器",话简
1535,19,microscope,0,n.显微镜,显微镜
1536,19,midst,0,n.中间，当中,中间；当中
1537,19,migrate,0,v.移居，迁移;迁徙,移居；迁移；迁徙
1538,19,mild,0,adj.温暖的，温和的，轻微的;（烟、酒)味淡的,轻微的
1539,19,millionaire,0,n.百万富傅，大富豪,百万富翁
1540,19,mill,0,n.作坊，工厂;磨粉机，磨坊,工厂
1541,19,nostalgic,0,adj.怀旧的，乡愁的，令人怀念的,怀旧的
1542,19,notable,0,adj.显著的，值得注意的，著名的,显著的；值得注意的
1543,19,nothing,0,pron.没有什么东西，什么也没有;微不足道的事物adv.一点也不,没有什么东西；什么也没有；微不足道的事物
1544,19,notice,0,"vt.注意到n,通知，通告，注意",注意到；通知；注意
1545,19,notify,0,vt.通知，告知,通知；告知
1546,19,notorious,0,adj.臭名昭著的,臭名昭著的
1547,19,notwithstanding,0,prep./adv.虽然，尽管,虽然；尽管
1548,19,ornament,0,"n.装饰品)，点绥（品)，增添光彩的人（或行动)vt,装饰，点绥",装饰（品)；增添光彩的人或行动)；装饰
1549,19,orthodox,0,adj.正统（宗)的;传统的，符合社会习俗的,正统（宗)的
1550,19,pot,0,n.负，壶,饶；壶
1551,19,pound,0,n.英镑；磅v（连续)猛击，(狐烈)融打，执碎,英镑；磅
1552,19,powder,0,n.粉末，药粉，火药，炸药,粉末；火药
1553,19,represent,0,vv代表，象征表述，描绘，体现，反映,代表；象征；描绘；体现
1554,19,representative,0,n.代表，代理人adj.(of)有代表性的，典型的【解】adj.代议制的,代表；有代表性的；代议制的
1555,19,repression,0,n.镇压，抑制，抑压,镇压；抑制
1556,19,reproach,0,n./vt.责备，指责，斥责，批评,责备；批评
1557,19,reproduce,0,v.生殖，繁殖，翻版，复制，仿造【解】v.再现,繁殖；再现
1558,19,republic,0,n.共和国，共和政体,共和国；共和政体
1559,19,republican,0,adj.共和的【解】n.共和党人;共和主义者,共和的；共和党人；共和主义者
1560,19,sore,0,adj.痛的，痛苦的，痛心的，难堪的，生气的_n.痛处，疮,痛的；痛处
1561,19,sorrow,0,n.斐误，悲痛,
1562,19,so-called,0,adj.所谓的，号称的,所谓的；号称的
1563,19,spark,0,n.火花，火星，丝毫，一点儿，极微的量,触发
1564,19,sparkle,0,vi.发光，闪污;（才智等)焕发，活跃,发光；闪瓷
1565,19,space,0,n.间隔，距离，空地，余地，空间，太空v留间隔，隔开,空间；太空
1566,19,spacecraft / spaceship,0,n.宇宙飞船,宇宙飞船
1567,19,spacious,0,adj.广阔的，大规模的，宽裕的;广博的,广阔的
1568,20,tie,0,vt.扎，系，捆n.领带，领结；联系，关系，纽带;束缚，约束,领带；关系
1569,20,tide,0,n.潮，淹汐，潮流，趋执,淹；潮流；趋势
1570,20,tidy,0,adj.整洁的，整齐的，有条理的，工整的;（钱)相当大的，可观的vv整理，收拾,整洁的
1571,20,tight,0,adj.紧的，紧身的，装紧的;密封的，不透…的adv紧紧地【解】adj.持据的,紧的；持据的
1572,20,tilt,0,v（（使)倾斜，(使)倾侧n.牌，倾向,（使)倾斜
1573,20,weekday,0,n.平常日，工作日,工作日
1574,20,weekly,0,adj.每周的，一周一次的n.周刊，周报adv每周一次地,每周的；一周一次的；周刊；周报；每周一次地
1575,20,weed,0,n.杂草，野草v除草，(out)清除，淘汰,杂草；淘汰
1576,20,weep,0,vv（wept，wept)为…刁泣，流泪;渗出nm.丑这，眼泪,渗出
1577,20,well-known,0,adj.有名的，著名的,有名的；著名的
1578,20,wet,0,adj.湿的，潮湿的，有两的，多十的v弄湿，沾湿【解】adj.（指人)软弱的，迟钝的_n.软弱或迟钝的人,湿的；软弱的；迟钝的；软弱或迟钝的人
1579,20,ancestor,0,n.祖先，祖宗，先驱;原型,祖先；祖宗
1580,20,ancient,0,adj.古老的，古代的,古老的；古代的
1581,20,and,0,conj.和，与，同，又，而;口语中说数字时，用于百位数与紧跟的数之间;然后，接着；(（用于动词前代替to，表示目的)……为了;（引出说话或提问)那么，于是;（表示结果)结果是，那么，就;（连接相同的词，表示反复或,和；与；又；然后；那么；接连
1582,20,anecdote,0,n.轶事，奇闻,轶事；奇闻
1583,20,angel,0,n.天使,天使
1584,20,angle,0,n.角;角度，观点,角度；观点
1585,20,anger,0,"n.息怨气，老大v使发下,激作",怒；怒火
1586,20,angry,0,adj.愤怒的，生气的;（天气等)恶劣的，狂怒的,愤怒的；生气的
1587,20,ankle,0,n.躁,踩
1588,20,anniversary,0,n.周年，周年纪念日,周年纪念日
1589,20,announce,0,vv宣布，声称;宣布…的到达（（或出席,宣布
1590,20,antenna,0,n.天线，和触角，和触须，直觉，感觉,天线；触角
1591,20,antique,0,adj.古时的，因古老和稀少而珍贵的，旧式的，过时的n.古物，古董；古式，古风,古董
1592,20,bet,0,vv打赌，赌博_n.打赌，赌注,打赌；赌注
1593,20,betray,0,v.背叛，出卖，暴露，流露，泄露,背叛；出卖；流露；泄露
1594,20,better,0,adj.较好的，更好的adv更好地mn.较佳者，较优者v改善，提高;胜过，超过,更好的；更好地；较优者
1595,20,between,0,prep.在（两者)之间adv当中，中间,在（两者)之间；中间
1596,20,beware,0,v（of)当心，遵防,遵防
1597,20,bewilder,0,vt.使迷惑，使糊涂,使迷惑；使糊涂
1598,20,beyond,0,prep.在（或向)…的那边，远于;迟于，晚于;超出（理解、所及或范围等)【解】prep.除…以外,超出
1599,20,cloth,0,n.（一块)布，织物，衣料,布；织物
1600,20,clothe,0,vt.给穿衣，提供衣服,给穿衣；提供衣服
1601,20,clothes,0,n.衣服，服装,衣服；服装
1602,20,clothing,0,n.衣物，(（尤指某种类型的)服装,衣物；服装
1603,20,cloud,0,n.云（状物)，造成不愉快或不明朗的事情【解】v.和毁坏，威胁，使模糊,云(状物)；毁坏；威胁；使模糊
1604,20,cloudy,0,adj.多云的，阴天的;混浊的，模糊的,多云的；模糊的
1605,20,clue,0,n.线索，暗示,线索；暗示
1606,20,clumsy,0,adj.笨拙的，无策略的，无技巧的，制作粗陋的,笨拙的
1607,20,cluster,0,n.（果实、花等的)串，束，艇:(人或物的)群，组vi.从生，群集，聚集,串；艇；群；组
1608,20,clutch,0,v.紧紧抓住n.把握，控制;汽车、机器等的)离合器,紧紧抓住
1609,20,desolate,0,"adj.孤独凄凉的，可怜的，荒芜的，不毛的vt,感到凄凉，使悲惨，使荒鞠",孤独凄凉的；荒芜的；感到凄凉
1610,20,despair,0,n.绝望v(of)对…绝望,绝望；对…绝望
1611,20,desperate,0,adj.绝望的，极其严重的，不顾一切的，拼死的,绝望的；不顾一切的
1612,20,destination,0,n.目的地，终点,目的地；终点
1613,20,destiny,0,n.命运，命中注定的事,命运
1614,20,destruction,0,n.破坏，消灭,破坏
1615,20,destructive,0,adj.破坏性的，毁灭性的,破坏性的；般灭性的
1616,20,engine,0,n.发动机，引擎，火车头,发动机；引擎
1617,20,engineer,0,n.工程师【解】v.设计，建造,工程师；建造
1618,20,engineering,0,mn工程学,工程学
1619,20,enormous,0,adj.巨大的，庞大的,巨大的；庞大的
1620,20,enquire / inquire,0,v.询问，打听,询问；打听
1621,20,enrich,0,Vt.使丰富，充实；使肥沃，使富足,使丰富；充实
1622,20,enrol I,0,v.登记（名字等)，记录;吸收(成员)，招生,登记；招生
1623,20,final,0,adj.最终的，决定性的,最终的；决定性的
1624,20,finally,0,adv（用于列举、引出观点等)最后，最终，终于;决定性地，彻底地,最后；最终；决定性地；彻底地
1625,20,fine,0,adj.哺朗的，美好的;优秀的adv好，妙，蛮不错;精巧v处以罚款n.罚金，罚款,美好的；罚金；罚款
1626,20,finish,0,v.结束，完成nm结尾，末尾，最后阶段,完成；结尾
1627,20,fire,0,n.火，热情，激情;射击，火力v开火，射击;解雇;激起，激发,火；解雇
1628,20,fireman,0,n.消防队员；司炉工，烧火工人,消防队员
1629,20,fireplace,0,n.壁炉,壁炉
1630,20,fiscal,0,adj.财政的;国库的，国家岁入的,财政的；国库的
1631,20,fish,0,"v.猜鱼，的鱼，捞取，掏出，探出n鱼,色关",捕鱼；钓鱼；鱼
1632,20,fisherman,0,n.渔民，渔夫，捕鱼船,渔民
1633,20,inner,0,adj.内部的，里面的，内心的,内部的；里面的；内心的
1634,20,innumerable,0,adj.无数的，数不清的,无数的；数不清的
1635,20,input,0,n.Avt.输入,输入
1636,20,inquiry / enquiry,0,n.询问，打听，调查,询问；打听；调查
1637,20,lecture,0,v（向…)演讲，(给…)讲课n.演讲，讲课,演讲；讲课
1638,20,legacy,0,n.遗赠物，遗产（祖先传下来的)，后遗证,遗赠物；遗产（祖先传下来的)
1639,20,legend,0,n.传说，传奇,传说
1640,20,lend,0,\心借给，贷（款等)；给予，添加，提供,借给；贷（款等)；添加
1641,20,lens,0,n.透镜，镜头,镜头
1642,20,lest,0,conj.唯恐，免得,唯丽；免得
1643,20,poke,0,v.稚，刺，捅，伸出;拨弄_n.捅，惟，刺,惟；刺；捅
1644,20,polar,0,adj.[天]两极的，极地的，正好相反的,极地的；正好相反的
1645,20,pole,0,n.柱，杆;地极，磁极，电极,地极
1646,20,pollute,0,vt.开脏，污染,
1647,20,pollution,0,n.污染,污染
1648,20,pool,0,n.水池，游泳池;一滩，一片;联营，联合投资v集中资源（材料等?,游泳池；集中资源（材料等)
1649,20,remark,0,v(on，upon)评论，议论mn.话语，评论引人注目，显耀,评论
1650,20,remarkable,0,adj.值得注意的，非凡的，卓越的【解】adj.显著的,非凡的；显著的
1651,20,greedy,0,adj.贪吃的，贪禁的，渴望的,贪吃的；贪禁的
1652,20,green,0,"adj.绿的，青的,未熟的，嫩的nm.绿色，蔬菜，植物【解】adj.环保的",绿的；绿色；环保的
1653,20,greenhouse,0,n.温室,温室
1654,20,greet,0,此问候，招呼，对……做出反应;被:感知,对…做出反应
1655,20,greeting,0,n.问候，致敬,问候
1656,21,beast,0,n.兽，竹畜，凶残的人，举止粗野的人,牲畜；凶残的人
1657,21,beat,0,n.殴打，殴击声，节拍，(心脏等)跳动，搏动v打，胡，战有性，打败;(心脏)跳动，搏动,节拍；打；打败
1658,21,before,0,prep.在…前面;在…以前，当着…的面conj.在…之前adv.前面，从前，早些时候,在…前面；在…之前；从前
1659,21,blind,0,adj.里的，言目的vt.使失明;蒙蔽【解】vt（一sbtosth)使失去判断力,言目的；使失明；使失去判断力
1660,21,block,0,n.大块木料（石料、金属)，一排房子，街区;阻塞，障得物vt阻塞，阻碍，封锁,大块木料（石料、金属)；阻塞；阻碍
1661,21,blood,0,n.血（液)；血统，宗族，血气，气质,血（液)
1662,21,bloody,0,adj.流血的，血腥的【解】vt.使流血,流血的；使流血
1663,21,tomb,0,"n.护,冢",坟
1664,21,tongue,0,n.舌，舌头，语言;(动物的)舌，舌肉，舌状物,语言
1665,21,tool,0,n.工具【解】n.方法，手段,工具；方法；手段
1666,21,top,0,adj.最高的。vt.高过，超过，到达…的顶部n.顶（部)，上边，上面;首位，最高位,最高的；顶部)；首位
1667,21,torch,0,n.火炬，火把，手电简,火把
1668,21,torment,0,n.痛苦，苦恼vt.折磨，欺负，虐待，使苦恼,痛苦；折磨
1669,21,torture,0,vt.拷打，找问，折磨，痛苦，牌曲，扭曲n.找打，找问；折磨，痛苦，算曲，曲解,折磨；痛苦
1670,21,torrent,0,n.激流，山洪,激流
1671,21,whole,0,adj.完全的，整体的，全部的_n.全部，全体，完整,完全的；整体的；全部的；全部；全体
1672,21,wholly,0,adv.完全地，全部地，一概,完全地；全部地；一概
1673,21,wholesome,0,adj.健康的，有益于健康的，显示健康的,有益于健康的
1674,21,appal / appall,0,vt.使肖丧，使惊骇,使惊骇
1675,21,apparatus,0,n.器械，设备，仪器，装置;（尤指政府或政党的)机构，组织，器官,器械；仪器；装置
1676,21,appendix,0,n.（pl.appendices)附录，附属物，[医]阑尾,附录
1677,21,appetite,0,n.胃口，食欲，欲望，爱好，要求,食欲；欲望
1678,21,applaud,0,v.鼓掌，喝彩，叫好;称赞，赞成,项掌；称赞
1679,21,applause,0,"n.功党,学声",吉掌
1680,21,appraisal,0,n.评价，估价，鉴定，评定,评价；鉴定；评定
1681,21,approximate,0,adj.近似的，大约的v近似，接近,大约的
1682,21,arbitrary,0,adj.随心所欲的，个人武断的，专断的，任意的,个人武断的；任意的
