序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义,页码,词条起始页
792,11,institution,42,n.（大学、银行等规模大的）机构,,57,57
793,11,intend,34,vt./vi.打算；想要；计划,,57,57
794,11,intention,11,n.意图；打算,,"57,58",57
795,11,interpret,55,"vt.解释，阐释；把……理解为；领会
vi.口译",,58,58
796,11,interview,15,n.面试；记者采访；会谈,,58,58
797,11,kingdom,13,n.王国；领域；管辖范围,,58,58
798,11,landscape,25,n.（陆上，尤指乡村的）风景，景色,,58,58
799,11,leadership,11,n.领导才能；领导地位；领导层；领导班子,,58,58
800,11,leading,19,a.最重要的；一流的；（赛跑或比赛中）领先的,领先的,58,58
801,11,lean,9,"a.脂肪少的；瘦且健康的；精干的
vi.倚靠",,58,58
802,11,likewise,9,ad.同样地；类似地；也；还；而且,,58,58
803,11,link,33,"n.关系；纽带；联系；连接
vt.相关联；联系",,58,58
804,11,lobby,9,"n.游说团体；游说
vt./vi.游说",游说团体；游说,58,58
805,11,manage,31,"vt./vi.设法做成；管理
vt.合理安排，有效使用",,58,58
806,11,manager,61,n.经理；经纪人；（运动队的）主教练,,58,58
807,11,mass,31,"a.民众的；大量的
n.群众",,58,58
808,11,massive,12,a.巨大的；非常严重的；结实的；大而重的,巨大的,59,59
809,11,mere,12,a.仅仅的；只不过,仅仅的；只不过,59,59
810,11,merely,17,ad.只不过；仅仅,,59,59
811,11,minister,12,n.牧师；部长，大臣,,59,59
812,11,mostly,16,ad.主要地；通常,,59,59
813,11,motivate,10,vt.激励；成为……的动机；给出理由,激励,59,59
814,11,museum,17,a.博物馆,,59,59
815,11,negative,32,a.消极的；负面的；不良的；有害的；否定的,消极的；负面的；否定的,59,59
816,11,neighbour,9,n.邻居；邻国,,59,59
817,11,nevertheless,15,ad.尽管如此；不过,,59,59
818,11,occupation,10,n.工作；职业；侵占；占领,工作；职业；占领,59,59
819,11,odd,14,a.奇怪的；古怪的；少量的；奇数的；单数的,,59,59
820,11,offer,87,"vt.主动提出；自愿给予；提供
n.出价",提供,59,59
821,11,officer,15,n.官员；军官；警察；警官,,59,59
822,11,official,44,"n.官员；要员
a.官方的；公务的",,"59,60",59
823,11,opening,22,"n.空缺的职位
a.第一；开篇的",,60,60
824,11,opponent,10,n.对手；竞争者；反对者；阻止者,对手；反对者,60,60
825,11,opportunity,33,n.机会；时机,,60,60
826,11,oppose,13,vt.反对；抵制；阻挠；与……角逐,反对；抵制,60,60
827,11,original,35,"a.最初的；起初的；原作的；独创的
n.原稿",起初的；独创的,60,60
828,11,painting,15,n.绘画（作品）；作画；绘画,绘画,60,60
829,11,panel,16,n.专家咨询组；控制板，仪表盘,,60,60
830,11,patent,79,"n.专利权
vt.获得专利权",,60,60
831,11,patience,11,n.耐心；忍耐力；容忍,,60,60
832,11,payment,26,n.款额，款项；付款；支付,款额,60,60
833,11,peak,9,"n.顶峰；山顶
vi.达到最高值",,60,60
834,11,peer,27,"n.身份相同的人；同龄人
vi.端详",,60,60
835,11,perform,25,"vi.做；履行；执行
vt./vi.表演；演出",做；履行；执行；表演,60,60
836,11,performance,37,n.表现；业绩；运行情况；表演；演出,,61,61
837,11,permit,10,"vt.允许；准许
vt./vi.使有可能
n.许可证",允许；使有可能,61,61
838,11,physician,13,n.医师；（尤指）内科医生,,61,61
839,11,plate,21,n.板块；（金属）板材；盘子；碟子,,61,61
840,11,poetry,25,n.诗，诗歌；优雅的气质；诗意,,61,61
841,11,poll,12,"n.民意测验
vt.对……进行民意测验",,61,61
842,11,pose,13,"vt.造成；提出
vi.摆好姿势；冒充",造成,61,61
843,11,poverty,16,n.贫穷；贫困；短缺,贫穷；贫困,61,61
844,11,premium,13,"n.额外费用；保险费
a.优质的；高端的",,61,61
845,11,previous,22,a.先前的；以前的；上一个的,以前的,61,61
846,11,pride,13,n.自豪；骄傲；自尊心；尊严,,61,61
847,11,print,30,"vt./vi.打印
vt.印刷
a.印刷（媒体）的；纸媒的",,61,61
848,11,produce,95,"vt.使产生；生产；创作；制造；培养
n.（尤指）农产品",,61,61
849,11,production,56,n.生产；产量；制作,,62,62
850,11,profession,23,n.行业；职业界,,62,62
851,11,profound,9,a.深远的；巨大的；知识渊博的；艰深的,深远的,62,62
852,11,purchase,29,"n.购买；采购；购买的东西
vt.购买",购买的东西；购买,62,62
853,11,quota,11,n.配额；限额；指标；定量,限额；指标,62,62
854,11,quote,12,"vt./vi.引用
n.语录；引文；报价",,62,62
855,11,random,16,a.随机的；随意的,随机的；随意的,62,62
856,11,rare,13,a.少见的；不常发生的；珍贵的；稀罕的,,62,62
857,11,recall,17,"vt./vi.回想起；记起
vt.收回；召回",,62,62
858,11,recognize,41,vt.认出；承认；认可,认出；承认,62,62
859,11,recognition,15,n.认识；识别；认可；承认,,62,62
860,11,recommend,21,vt.建议；劝告；推荐；介绍,,62,62
861,11,recruit,13,"vt./vi.招聘；招收（新成员）
vt.动员……",,62,62
862,11,refer,29,"vi.描述；谈及；称……（为）
vt.介绍；送交",,62,62
863,11,reflect,36,"vt.反映；显示；反射
vt./vi.认真思考",反映,63,63
864,11,reform,40,"n.改革；变革
vt.改革；改进",改革；改革,63,63
865,11,refuse,26,"vt.拒绝给（所需之物）
n.废弃物；垃圾",,63,63
866,11,regard,38,"vt.看待；注视
n.关心；关注",,63,63
867,11,regardless,9,ad.不顾；不管,,63,63
868,11,register,11,"vt./vi.注册；登记
n.现金出纳机；登记表",注册；登记,63,63
869,11,regret,18,"n.懊悔；遗憾；失望
vt.后悔",懊悔；遗憾,63,63
870,11,relate,18,"vi.有关联，相联系
vt.把……联系起来；叙述",有关联；叙述,63,63
871,11,relative,9,"a.相比较而言的；相对的
n.亲戚；亲属",相对的；亲戚,63,63
872,11,release,21,vt.公布；发布；释放,公布；释放,63,63
873,11,relevant,23,a.相关的；相应的,,63,63
874,11,reliable,18,a.可靠的；真实可信的；可信赖的,可靠的；可信赖的,63,63
875,11,relief,9,n.（不快过后的）宽慰；解脱；救济,解脱,63,63
876,11,relieve,15,vt.减轻，缓解；调剂；使有趣,减轻,64,64
877,11,reputation,14,n.名誉；名声,,64,64
878,12,resource,34,n.资源；财力；资料，（教学）资源,资源；财力,64,64
879,12,respond,35,"vt./vi.回应
vi.做出反应",回应；做出反应,64,64
880,12,retail,11,"n.零售；零卖
vt.零售
vi.（以某价格）零售",,64,64
881,12,review,39,"vt.审查
n.审查；评论",审查；评论,64,64
882,12,reward,34,"n.奖励；回报
vt.奖励；酬谢",回报；奖励,64,64
883,12,rival,14,"n.对手，竞争者
vt.与……匹敌",,64,64
884,12,routine,14,"n.常规；正常顺序
a.常规的；日常的",常规,64,64
885,12,royal,24,"a.皇家的；王室的；盛大的
n.王室成员",皇家的；王室的,64,64
886,12,rural,14,a.乡村的；农村的,,64,64
887,12,sample,9,"n.（抽查的）样本；样
vt.取样",,64,64
888,12,satellite,13,n.人造卫星；卫星；卫星国,,65,65
889,12,saving,9,n.节省；节约；储蓄金；存款,,65,65
890,12,schedule,14,"n.工作计划；日程安排
vt.安排，计划",安排,65,65
891,12,score,30,n.（考试中的）分数；乐谱；比分,分数,65,65
892,12,secret,20,"n.秘密；机密
a.秘密的",秘密；秘密的,65,65
893,12,secretary,9,n.部长；大臣；秘书,,65,65
894,12,sector,22,n.（尤指一国经济的）部门，领域；区域,部门；领域,65,65
895,12,secure,34,"a.可靠的；安全的
vt.获得；保护",获得,65,65
896,12,seldom,13,ad.不常；很少；难得,,65,65
897,12,sequence,10,n.顺序；序列；次序；一系列；一连串,顺序；一系列,65,65
898,12,setting,27,n.环境；地点；设定位置,环境,65,65
899,12,settle,21,"vt./vi.解决（分歧、纠纷等）
vi.定居",,65,65
900,12,settlement,11,n.定居点；聚居地；和解，协议；解决,,65,65
901,12,shelter,9,n.避难处；收容所；遮蔽,避难处,65,65
902,12,shortage,21,n.不足；短缺；缺少,,66,66
903,12,sign,72,"n.迹象；预兆；标志
vt./vi.签（名）",,66,66
904,12,signal,32,"n.信号；迹象
vt.预示",,66,66
905,12,simple,33,a.简单的；朴素的；平凡的,,66,66
906,12,simply,53,ad.只，仅仅，不过；确实，简直,,66,66
907,12,situation,68,n.形势，环境,,66,66
908,12,skilled,11,a.有技能的，熟练的；需要特殊技能的,,66,66
909,12,sort,27,"n.种类；类别
vt.整理；把……分类",种类；类别；整理,66,66
910,12,Spark,5,"vt.引发；触发
n.火星；火花",,66,66
911,12,species,37,n.种，物种,,66,66
912,12,spirit,13,n.精神；志气；活力,,66,66
913,12,spot,27,"n.地点；场所；斑点
vt.发现；看出",,66,66
914,12,square,9,"n.正方形；平方；二次幂
a.正方形的",,66,66
915,12,staff,24,n.全体职员，员工,,"66,67",66
916,12,stage,21,n.（发展或进展的）时期，阶段；舞台,,67,67
917,12,statistics,17,n.统计数字（或资料）；统计学,,67,67
918,12,stem,9,"vt.遏止；阻止
n.（植物的）秆，茎",,67,67
919,12,stick,16,"vt./vi.粘贴；将……刺入
n.换挡杆",,67,67
920,12,stock,30,n.股票；（商店的）库存,,67,67
921,12,strategy,18,n.战略，策略,战略；策略,67,67
922,12,strength,19,n.优势；体力；意志力；实力,,67,67
923,12,strengthen,17,vt./vi.加强；增强；巩固,加强；巩固,67,67
924,12,strike,14,"n.罢工
vt./vi.（使）撞击",,67,67
925,12,substantial,12,a.大量的；大而坚固的,,67,67
926,12,subtle,11,a.微妙的；不易察觉的；巧妙的；敏锐的,微妙的；敏锐的,67,67
927,12,suit,12,"vt.满足（某人）需要
n.讼案；套装；西装",,67,67
928,12,sum,9,n.金额；款项；总和,,67,67
929,12,supply,39,"n.供应量；供应
vt.提供",供应,"67,68",67
930,12,supreme,30,a.（级别或地位）最高的；很大的，最大的,,68,68
931,12,surround,12,vt.围绕；环绕；包围,,68,68
932,12,survive,26,"vi.生存；存活；继续存在
vt.幸存",幸存,68,68
933,12,switch,19,"vt./vi.转换，转变
n.转变",转变,68,68
934,12,systematic,10,a.系统的；有条理的；有计划的,系统的,68,68
935,12,thin,9,"a.薄的；细的；瘦的
vt./vi.（使）变少",,68,68
936,12,threat,31,n.形成威胁的事物；威胁,,68,68
937,12,threaten,31,"vt.威胁到；危及；威胁
vt./vi.（坏事）可能发生",,68,68
938,12,thus,45,ad.因此,,68,68
939,12,timber,10,n.木材；木料,,68,68
940,12,tiny,10,a.极小的；微小的,,68,68
941,12,tobacco,9,n.烟草植株,,68,68
942,12,tough,22,a.严厉的；强硬的；艰难的；棘手的；坚强的,,68,68
943,12,translate,36,"vt./vi.翻译；译；（使）转变
vi.被译成",,"68,69",68
944,12,translation,49,n.翻译；译；转化；译文；译本,,69,69
945,12,trend,48,n.趋势；倾向；风尚；时尚,,69,69
946,12,trial,18,"n.审判，审理；试验，试用
vt.试用",,69,69
947,12,tunnel,9,"n.隧道；地道
vt./vi.开凿隧道",,69,69
948,12,understanding,41,"n.理解；体谅；看法
a.善解人意的",,69,69
949,12,unemployment,28,n.失业；失业人数；无业,,69,69
950,12,unexpected,12,a.想不到的，意外的，突然的,,69,69
951,12,unlike,19,"prep.与……不同
a.不同",与……不同；不同,69,69
952,12,unlikely,17,a.不太可能的；非心目中的,,69,69
953,12,vary,14,"vi.不同，有别
vt.（略做）改变",,69,69
954,12,vast,21,a.辽阔的；庞大的；大量的,,69,69
955,12,vehicle,19,n.车辆；手段，工具,车辆,69,69
956,12,virtual,11,a.虚拟的；实际上的；实质上的,,69,69
957,12,vision,13,n.想象；展望；幻象；远见卓识；视力,,70,70
958,12,vitamin,10,n.维生素,,70,70
959,12,weigh,21,vt.权衡；认真考虑；称……的重量,,70,70
960,12,weight,19,n.体重；重量；重要性；影响力；分量重,,70,70
961,12,wipe,9,"vt.擦；蹭；抹掉
n.（一次性）湿巾",,70,70
962,12,wisdom,10,n.智慧；才智；普遍看法,,70,70
963,12,witness,11,"vt.见证，经历；目击
n.目击者；证人",见证；经历；目击；目击者,70,70
964,12,wonder,31,"vt./vi.想知道；感到惊讶
n.奇迹",想知道,70,70
965,12,yield,14,"vt.产生（收益、效益等）
n.产量",产生；产量,70,70
966,13,abolish,5,vt.废除（法律、制度、习俗等）,,70,70
967,13,agenda,5,n.议事日程；（隐秘的）目的,,70,70
968,13,activate,5,vt.激活；使起作用,,70,70
969,13,alcohol,6,n.酒；含酒精饮料；酒精；乙醇,,70,70
970,13,alien,5,"n.外国人；外侨
a.陌生的；不熟悉；外国的",外国人,"70,71",70
971,13,ambitious,5,a.有抱负的；有雄心的；有野心的；宏大的,有野心的,71,71
972,13,monarch,5,n.君主；帝王,,71,71
973,13,alarm,6,"n.警报；警报器
vt.使不安",,71,71
974,13,astronomy,7,n.天文学,,71,71
975,13,disaster,7,n.灾祸；祸患；灾难；灾害,,71,71
976,13,auction,6,n.拍卖（会）,,71,71
977,13,combat,7,"vt.防止；减轻
n.战斗；搏斗",战斗,71,71
978,13,combination,5,n.联合体；混合体；结合；混合,,71,71
979,13,embody,5,vt.体现；使（思想，品质，情感）具体化；包含,体现,71,71
980,13,symbol,6,n.象征；代表；符号；记号,,71,71
981,13,bonus,6,n.奖金；红利；意外收获,奖金；红利,71,71
982,13,border,4,"n.边界，国界
vt.与……接壤",边界,71,71
983,13,calculate,4,vt.计算；核算；预测；推测,计算,71,71
984,13,camp,6,"n.阵营；度假营；营地
vi.露营；露宿",,"71,72",71
985,13,canal,5,n.运河；灌溉渠；（体内的）管道,,72,72
986,13,captive,6,a.没有选择权的，垄断的；被关起来的,,72,72
987,13,conception,4,n.概念；观念；构想；设想；怀孕,,72,72
988,13,conceive,7,"vt.构想；设想；想象
vt./vi.怀孕",,72,72
989,13,recipient,6,n.领受者，接受者,,72,72
990,13,occasion,7,n.场合；时刻；重大活动；仪式；时机,场合,72,72
991,13,cast,6,vt.把（怀疑，轻视）加于；将（视线，目光）投向,,72,72
992,13,caution,7,n.谨慎；（对危险或风险的）警告,,72,72
993,13,conceal,5,vt.隐瞒（信息）；遮住；掩盖；隐藏，隐匿,,72,72
994,13,proceed,7,vi.前往；行进；开展；开始行动,,72,72
995,13,exceed,4,vt.超过，超出,,72,72
996,13,excess,6,"a.过量的；过多的
n.超过；过度",,72,72
997,13,predecessor,6,n.前辈；前任,前辈；前任,72,72
998,13,succession,5,n.一系列；连续；继任；继承,一系列；继任,"72,73",72
999,13,precede,5,vt./vi.先于；在……之前发生（或出现）,先于,73,73
1000,13,cease,6,vt./vi.（使）停止，终止，结束,,73,73
1001,13,excel,6,vi.擅长；善于；突出,擅长,73,73
1002,13,census,6,n.人口普查；人口调查；（官方的）统计,,73,73
1003,13,charter,5,n.宪章，章程；特许状，许可证，凭照,宪章；特许状,73,73
1004,13,chemist,6,n.化学家,,73,73
1005,13,chemistry,6,n.化学；物质的化学组成（或性质）,,73,73
1006,13,chronic,6,a.长期的；慢性的；长期患病的,长期的；慢性的；长期患病的,73,73
1007,13,clarity,4,n.清晰的思维（或理解）能力；清晰,,73,73
1008,13,classification,4,n.类别；分类；归类,,73,73
1009,13,exclude,7,vt.不准……进入，不放在考虑之列,,73,73
1010,13,exclusive,5,a.排斥的；排他的；（个人或集体）专用的,专用的,73,73
1011,13,disclose,4,vt.揭露；透露；使显露；使暴露,揭露；透露；使显露,73,73
1012,13,coalition,5,n.联盟；联合政府；结盟，联合,联盟,73,73
1013,13,coast,5,n.海岸；海滨,,"73,74",73
1014,13,colony,7,n.殖民地；聚居人群,殖民地,74,74
1015,13,consultant,5,n.顾问；高级顾问医师,,74,74
1016,13,cosmic,5,a.宇宙的；外太空的；极大的,,74,74
1017,13,discourage,5,vt.阻止；劝阻；使泄气；使丧失信心,阻止,74,74
1018,13,accordingly,4,ad.相应地；照着；因此；所以,,74,74
1019,13,recover,7,vi.复原；恢复常态；恢复健康；康复,,74,74
1020,13,incredible,6,a.极好的；极大的；不能相信的；难以置信的,,74,74
1021,13,concrete,6,"a.确实的，具体的
n.混凝土
vt.用混凝土覆盖",具体的,74,74
1022,13,agriculture,6,n.农业；农学；农艺,,74,74
1023,13,occupy,6,vt.使用，占用（空间、面积、时间等）；占领,占用；占领,74,74
1024,13,accurate,7,a.（说法、描述）确切的；精确的；正确的,,74,74
1025,13,curious,7,a.稀奇古怪的；不寻常的；好奇的；求知欲强的,,74,74
1026,13,curriculum,4,n.课程,,74,74
1027,13,dense,4,a.密集的；稠密的；浓密的；浓重的；密度大的,,74,74
1028,13,density,5,n.密度；浓度,,75,75
1029,13,contradict,5,vt.相抵触；相矛盾；相反；反驳；驳斥,相矛盾；反驳；驳斥,75,75
1030,13,dictate,4,"vt.支配；影响
vt./vi.口述",支配,75,75
1031,13,dose,7,n.（药物等的）一剂；一次，一点,,75,75
1032,13,mandate,6,n.指令，命令；授权，委托,,75,75
1033,13,edition,5,n.版本；版次,,75,75
1034,13,division,6,n.分开；分配；分歧；差异,分配,75,75
1035,13,document,7,"n.文件；文献
vt.记录，记载",,75,75
1036,13,paradox,6,n.悖论；有矛盾特点的情况,,75,75
1037,13,drastic,7,a.急剧的；猛烈的；严厉的,急剧的；猛烈的；严厉的,75,75
1038,13,deduce,5,vt.推断；推论；演绎,,75,75
1039,14,reproduce,5,"vt./vi.繁殖；生育
vt.再现；再生产；复制；翻印",,75,75
1040,14,durable,6,a.耐用的；持久的,,75,75
1041,14,duration,5,n.持续时间；期间,,"75,76",75
1042,14,electric,7,a.电的；电动的,电的,76,76
1043,14,possession,4,n.具有；拥有；个人财产,拥有,76,76
1044,14,fame,6,n.名声；声誉；名气,,76,76
1045,14,welfare,5,n.（政府给予的）福利；幸福；福祉,,76,76
1046,14,fare,4,n.车费；路费；出租车乘客,,76,76
1047,14,fatal,7,a.致命的；灾难性的,,76,76
1048,14,default,7,n.默认状态；违约,违约,76,76
1049,14,favorable,7,a.有利的；有助于……的,有利的,76,76
1050,14,beneficial,7,a.有利的；有裨益的,,76,76
1051,14,magnificent,6,a.壮丽的；宏伟的；值得赞扬的,壮丽的；宏伟的,76,76
1052,14,sacrifice,6,"vt.牺牲；献出
n.牺牲；舍弃",牺牲,76,76
1053,14,satisfactory,6,a.令人满意的；够好的,,76,76
1054,14,manufacture,5,vt.（用机器）大量生产，成批制造；捏造,,76,76
1055,14,defeat,7,"vt.击败；战胜
n.失败；战败",,76,76
1056,14,facilitate,6,vt.促进；使便利,,77,77
1057,14,federation,7,n.（社团或组织的）联盟，联合会；联邦,联盟,77,77
1058,14,defend,7,"vt.捍卫，维护；为……辩护
vt./vi.保护，保卫",保卫,77,77
1059,14,manifest,6,"vt./vi.显示；显露
a.明显的",,77,77
1060,14,interference,7,n.干涉；干预；（无线电信号的）干扰,,77,77
1061,14,inference,6,n.推断的结果；结论；推理，推断,推理,77,77
1062,14,indifferent,6,a.漠不关心的；平庸的，一般的,漠不关心的,77,77
1063,14,preferable,4,a.更可取的；更合适的,更可取的,77,77
1064,14,fibre,5,n.纤维素；纤维制品,,77,77
1065,14,confident,7,a.有把握的；确信的；有信心的，自信的,自信的,77,77
1066,14,definite,7,a.明确的；确定的；明显的；清楚的；肯定的,明确的,77,77
1067,14,confirm,7,vt.确认；巩固（地位、角色或权力）,确认,77,77
1068,14,reflection,6,n.反映；显示,,77,77
1069,14,flourish,5,vi.繁荣；兴旺；长势好，茁壮成长,繁荣；茁壮成长,77,77
1070,14,fluid,4,"a.流体的；流动的；流畅优美的
n.液体",,"77,78",77
1071,14,uniform,7,"n.制服；校服
a.统一的；一律的",,78,78
1072,14,formulate,6,vt.制定；构想；确切表达,确切表达,78,78
1073,14,fossil,5,n.化石,,78,78
1074,14,fragment,5,"n.碎片；片段
vt./vi.（使）分裂",,78,78
1075,14,fraction,4,n.小部分；少量；一点儿；分数；小数,,78,78
1076,14,frequency,5,n.发生率，发生的频率；频繁；频率,,78,78
1077,14,confuse,5,vt.使迷惑；使糊涂；混淆，弄错；使更难于理解,,78,78
1078,14,confusion,4,n.混乱，困惑；混淆，错认；骚乱,,78,78
1079,14,garment,5,n.（一件）衣服,,78,78
1080,14,generator,6,n.生成程序；发电机,,78,78
1081,14,exaggerate,5,vt./vi.夸大；言过其实,,78,78
1082,14,gigantic,4,a.巨大的；庞大的,,78,78
1083,14,cognitive,7,a.认知的；认识的,,78,78
1084,14,ignorant,5,a.不了解的；无知的；愚昧的；很无礼的,无知的,78,78
1085,14,grain,6,n.谷物；谷粒；颗粒；细粒,,79,79
1086,14,grateful,4,a.表示感谢的；感激的,,79,79
1087,14,gravity,4,n.重力；地球引力；严重性,,79,79
1088,14,ingredient,5,n.因素；要素；成分；（尤指烹饪）原料,因素；要素,79,79
1089,14,progressive,6,"a.进步的；先进的；逐步的
n.改革派",进步的,79,79
1090,14,inhabit,5,vt.居住在；栖居于,,79,79
1091,14,inhabitant,4,n.居民,,79,79
1092,14,exhaust,6,"vt.耗尽；用完；使筋疲力竭
n.废气",,79,79
1093,14,coherent,7,a.（文章、观点等）连贯的，有条理的,连贯的,79,79
1094,14,adhere,4,vi.黏附；附着,附着,79,79
1095,14,heritage,5,n.遗产,,79,79
1096,14,hesitate,7,"vt./vi.迟疑不决，犹豫
vt.不愿意",,79,79
1097,14,hostile,5,a.敌对的，怀有敌意的，不友善的；强烈反对的,敌对的；怀有敌意的,79,79
1098,14,hospitality,6,n.好客；殷勤；款待,,79,79
1099,14,humble,7,a.谦逊的；虚心的；不大的；卑微的，低下的,谦逊的,80,80
1100,14,ideology,5,n.意识形态；思想体系,,80,80
1101,14,ambiguous,7,a.模棱两可的；含混不清的,,80,80
1102,14,imaginative,6,a.富于想象力的；创新的,,80,80
1103,14,inferior,6,a.较差的；次的；比不上……的；级别低的,,80,80
1104,14,integrate,6,vt./vi.（使）合并，成为一体；（使）加入,,80,80
1105,14,integrity,7,n.诚实正直；完整；完好,,80,80
1106,14,objection,7,n.反对的理由，异议,,80,80
1107,14,inject,4,vt.（给……）注射（液体）；（给……）投入（资金）,,80,80
1108,14,jet,4,"n.喷气式飞机
vi.坐飞机旅行",,80,80
1109,14,joint,4,"a.联合的；共同的
n.一大块肉；关节",,80,80
1110,14,jurisdiction,5,n.管辖权；管辖区域,,80,80
1111,15,elaborate,7,"a.精心制作的；复杂的
vt.精心制作
vt./vi.详尽阐述",精心制作；详尽阐述,80,80
1112,15,collaborate,4,vi.合作；协作,合作；协作,"80,81",80
1113,15,enlarge,4,"vt./vi.（使）增大，扩大
vt.放大（照片）",扩大；放大,81,81
1114,15,legacy,7,n.遗留问题，遗产,遗产,81,81
1115,15,elegant,6,a.漂亮雅致的；（想法或计划）巧妙的；优美的,,81,81
1116,15,dilemma,7,n.（进退两难的）困境，窘境,,81,81
1117,15,lever,5,"n.控制杆；方法，手段
vt.（用杠杆）撬动",,81,81
1118,15,liable,5,a.有责任的；易受……影响的；可能……,,81,81
1119,15,reliance,7,n.依赖；依靠；信任,,81,81
1120,15,alliance,5,n.结盟，联盟，同盟,,81,81
1121,15,liberate,5,vt.使自由，使摆脱束缚；解放,解放,81,81
1122,15,delicate,6,a.注重细节的；微妙的；棘手的；精致的,,81,81
1123,15,oblige,7,"vt.（以法律、义务等）强迫，迫使
vt./vi.帮忙",迫使,81,81
1124,15,limitation,7,n.局限；限度；限制；控制,,81,81
1125,15,literally,7,ad.字面上；按字面；确实地；真正地,,81,81
1126,15,literacy,6,n.读写能力；有文化；识字,,"81,82",81
1127,15,apology,5,n.道歉；谢罪,,82,82
1128,15,apologize,4,vi.道歉；谢罪,,82,82
1129,15,prolong,7,vt.延长；拉长；拖长,,82,82
1130,15,illusion,5,n.错觉，假象；幻想,,82,82
1131,15,luxury,4,n.奢侈品；不常有的乐趣；奢侈,奢侈品；奢侈,82,82
1132,15,margin,7,n.页边空白；白边；利润,页边空白；利润,82,82
1133,15,mechanic,4,n.技工；机械学,,82,82
1134,15,dimension,6,n.方面；部分；（空间的）维度,,82,82
1135,15,commerce,6,n.（尤指国际间的）贸易；商务；商业,,82,82
1136,15,merit,7,n.价值；优点；美德；长处,价值；优点,82,82
1137,15,prominent,6,a.重要的；杰出的；突出的；显著的,重要的；突出的,82,82
1138,15,minimize,4,vt.把……减至最小量,,82,82
1139,15,misery,6,n.苦难，困苦；痛苦；不幸,,82,82
1140,15,miserable,4,a.痛苦的；苦恼的；使难受的；令人不快的,痛苦的,82,82
1141,15,promising,6,a.有希望的；有前途的,,"82,83",82
1142,15,transmit,7,"vt./vi.传送；输送
vt.传播；传染",,83,83
1143,15,submit,7,"vt.提交，呈递（文件、建议等）
vt./vi.屈服",提交；呈递；屈服,83,83
1144,15,mixture,5,n.混合；结合体；混合物,,83,83
1145,15,moderate,7,"a.适中的；合理的；适度的；中等的；温和的
vt./vi.缓和；使适中",适度的,83,83
1146,15,modify,7,vt.稍做修改；调整；使温和；缓和,调整；缓和,83,83
1147,15,motive,7,n.动机；原因；目的,,83,83
1148,15,remote,7,a.偏远的；偏僻的；渺茫的；遥远的；久远的,偏远的；遥远的,83,83
1149,15,mount,4,"n.（Mount）山；山峰
vt.发起；组织；开展",,83,83
1150,15,multitude,5,n.大量；众多(the multitude) ；群众,,83,83
1151,15,commute,6,"n.上下班交通路程；通勤
vt./vi.上下班往返",,83,83
1152,15,mutual,5,a.相互的；彼此的；共同的；共有的,相互的；共同的,83,83
1153,15,mystery,5,n.神秘的事物；奥秘；神秘；不可思议,神秘,83,83
1154,15,renaissance,7,n.复兴；文艺复兴,,83,83
1155,15,narrative,6,"a.叙事体的；叙事的
n.讲述；叙事；故事",叙事的,"83,84",83
1156,15,navy,6,n.海军；海军部队,,84,84
1157,15,innocent,5,"a.无罪的；清白的；无冒犯之意的
n.无辜者",清白的,84,84
1158,15,nurture,4,"n.培养；养育
vt.养育；培育；滋长；助长",培养；养育；养育；培育,84,84
1159,15,nutrition,4,n.营养；滋养,,84,84
1160,15,petrol,5,n.汽油,,84,84
1161,15,adolescent,5,"a.青春期的；青少年的
n.青春期少年",,84,84
1162,15,cooperate,7,vi.合作；协作,,84,84
1163,15,opt,5,vt./vi.选择；挑选,,84,84
1164,15,orbit,4,n.（天体等运行的）轨道,,84,84
1165,15,orchestra,4,n.管弦乐队,,84,84
1166,15,organic,7,a.有机的；不使用化肥的；有机物的；器官的,有机的；有机物的；器官的,84,84
1167,15,negotiate,7,vt./vi.谈判，协商,,84,84
1168,15,accompany,5,vt.陪伴；陪同；和……一起发生（或同时存在）,陪伴,84,84
1169,15,companion,4,n.同伴，伴侣；同行者,,"84,85",84
1170,15,expansion,7,n.扩张；扩展,,85,85
1171,15,comparable,6,a.类似的；可比较的,,85,85
1172,15,comparative,6,a.比较的；相比的；相对的，比较而言的,相对的,85,85
1173,15,preparation,4,n.准备工作；准备；预备,,85,85
1174,15,apartment,7,n.公寓套房,,85,85
1175,15,depart,5,"vt./vi.离职；出发；启程
vi.偏离；违背",,85,85
1176,15,portion,5,n.部分；分担的责任；分享的部分,,85,85
1177,15,passive,7,a.被动的；消极的,,85,85
1178,15,sympathetic,4,a.同情的；有同情心的；让人喜欢的,同情的,85,85
1179,15,compel,5,vt.迫使；强迫；引起（反应）,迫使；强迫,85,85
1180,15,propel,4,vt.推动；驱动；推进；驱使；迫使,推动；驱使,85,85
1181,15,penalty,6,n.惩罚；处罚,惩罚；处罚,85,85
1182,15,compensate,7,"vi.补偿；弥补
vt.赔偿",补偿；弥补,85,85
1183,15,indispensable,7,a.不可或缺；必不可少的,,85,85
1184,15,pension,4,n.养老金；退休金；抚恤金,养老金；退休金；抚恤金,86,86
1185,15,suspend,6,vt.暂停；中止；悬挂；吊；延缓；推迟,暂停；中止；悬挂,86,86
1186,16,personnel,7,n.全体人员，职员；人事部门,全体人员；人事部门,86,86
1187,16,pessimistic,5,a.悲观的，悲观主义的,,86,86
1188,16,phase,6,n.阶段；时期,阶段；时期,86,86
1189,16,depict,5,vt.描写，描述，描绘,描述；描绘,86,86
