序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
962,13,toll,0,n.通行税（费)，代价，损失，钟声v.鸣钟（特指宣布死亡),通行税（费)；损失
963,13,tone,0,n.音调（色)，风气，气氛;腔调，语气，色调,音调；腔调；语气
964,13,topic,0,n.话题，主题，题目,话题；主题
965,14,perform,0,"Y演奏，演由,表演，做，执行，完成;工作,雪现",演出；表演；执行；表现
966,14,performance,0,n.执行，履行，做;表演，演出;演技，表现，行为;业绩,执行；表演；演出；表现；业绩
967,14,period,0,n.周期，一段时间，时期，时代，学时，课时，句点，句号,周期；一段时间；时期；时代
968,14,periodical,0,adj.周期的，定期的_n.（学术)期刊，杂志,期刊；杂志
969,14,perish,0,v.死亡，丧生，毁灭，消亡（食物等)腐败，腐烂，（（物质或材料)老化，脆裂,死亡；席灭；消亡
970,14,perpetual,0,adj.永恒的，反复的;没完没了的,永恒的；反复的
971,14,perplex,0,vt.使困惑，使茫然，使复杂化，使难办,使困惑；使复杂化
972,14,perspective,0,n.观点，看法;判断力，洞察力；透视画法，透视图，远景，景观,看法；判断力
973,14,pessimistic,0,adj.悲观（主义)的,悲观（主义)的
974,14,optimistic,0,adj.乐观的，乐观主义的,乐观的
975,14,optimum,0,adj.最适宜的，最有利的,
976,14,option,0,n.选项，选择，可选择的事物，选择权，买卖的特权，买卖选择权，选修课,选择；选择权；买卖选择权
977,14,optional,0,adj.可以任选的，非强制的，选修的,可以任选的；非强制的
978,14,organ,0,n.（（宣方的)机构，机关:，（人体或动植物的)器官，风琴，管风琴,机构；器官
979,14,organic,0,adj.器官的，器质性的，有机物的;生物的，有机的，绿色的;演进的，（变化或发展)逐渐的，自然的,器官的；有机物的；有机的；演进的
980,14,organism,0,n.生物（体)，有机体，（（尤指)微生物，有机组织，有机体系,生物（体)；有机体
981,14,organization,0,n.团体，机构；组织;组织性，系统性,团体；机构；组织
982,14,organize,0,vt.组织，筹备，整理，使有和条理，安排，分配;规划，管理,组织；筹备；整理；使有条理；安排
983,14,enhance,0,vt.提高（价格、质量、吸引力等)，增加，增强,提高；增加；增强
984,14,enlarge,0,v.扩大，放大，增大；扩展，扩充,扩大；增大
985,14,enlighten,0,vt.启发，使摆脱偏见（或迷信，教育，使获得教益,启发；教育
986,14,rake,0,n.（长柄)友，友机，友状物，放荡的人，浪子，流让v.码，梳理，大量搜索，翻栓【解】v.（~in)赚大钱,梳理；大量搜索；赚大钱
987,14,rare,0,adj.稀少的，珍贵的，稀薄的，稀玻的,稀少的；稀薄的
988,14,rarely,0,adv.很少，难得，非常地,很少；难得
989,14,rate,0,n.比率，率;速率，速度，(税收、利息的)费率;价格，费用;等级，品级v.评估，估价，定级，列为,比率；率；速度；价格；费用；评估；定级
990,14,ratio,0,n.比，比率，比例,比；比率；比例
991,14,rational,0,adj.理性的，合理的,理性的；合理的
992,14,reach,0,v.抵达，到达，(out)伸手，够到，秀到n.能达到的范围，影响范围，波及范围,到达；够到；能达到的范围；影响范围
993,14,react,0,vi.反应，起作用,反应
994,14,realistic,0,adj.现实（（主义)的，明智的，能实现的,现实（主义)的；能实现的
995,14,reality,0,n.现实，实际（情况)，真实的事物，事实,现实；实际（情况)
996,14,realize,0,vt.认识到，了解到，理解，领会，实现，将……变为现实,认识到；实现
997,14,select,0,vt.选择，挑选，选拔；（在计算机屏幕上、从菜单中)选定，选取adj.精选的，选择的，优等的，一流的，只为富人（或上层人士)而设的,选择；挑选；精选的；优等的
998,14,selection,0,n.选择，挑选，选拔，精选物，选集;入选者,选择；挑选
999,14,sense,0,n.感觉，感官，官能;观念，意识，判断力，鉴赏力;见识，智慧，道理，合理性;意义，含义v感觉到，觉察到，意识到,感官；判断力；意义；感觉到；觉察到；意识到
1000,14,sensation,0,n.(身体上的)感觉，知觉，感觉能力，知觉能力；激动，诸动，计动一时的事情,感觉；知觉；计动；计动一时的事情
1001,14,sensible,0,adj.明智的，合情理的，可注意到的，明显的,明智的；合情理的
1002,14,sensitive,0,adj.敏感的，易受伤害的;艺术感觉好的;灵敏的，灵敏度高的;体贴的，善解人意的,敏感的；灵敏的；体贴的
1003,14,separate,0,adj.分开的，分离的，单独的，不同的，不相关的v.把……分开，隔开,分开的；单独的；不同的
1004,14,sequence,0,n.先后，次序，连续，一系列，一连串,次序；一系列；一连串
1005,14,serial,0,adj.连续的，连续广播的，连载的，顺序排列的mn.连载小说，连续剧，定期刊物,连续的；顺序排列的
1006,14,series,0,n.连续，一系列,一系列
1007,14,serious,0,adj.严肃的，庄重的，严重的，危险的，认真的,严肃的；严重的；认真的
1008,14,toast,0,n.烤面包，吐司;祝酒（词)，干杯。v.烘，烤;向……祝酒,烤；向……祝酒
1009,14,together,0,adv.共同，一起，合起来，集拢地,共同；一起；合起来
1010,14,token,0,n.表示，标志，和象征，证明，信物，纪念品，礼券，代价券，筹码，专用辅币adj.象征性的,标志；象征；专用辅币
1011,14,tolerance,0,n.容忍，耐性,
1012,14,tolerant,0,adj.容忍的，宽容的,容忍的；宽容的
1013,14,tolerate,0,vt.容忍，默许,容忍；默许
1014,14,accumulate,0,v.积累，积攒，积聚,积累；积育
1015,14,accuracy,0,n.准确性,准确性
1016,14,accurate,0,adj.准确的，正确无误的,准确的
1017,14,accuse,0,vt.（of)指控，指责,指控；指责
1018,14,achieve,0,Vv（（和赁长期努力)达到（某目标、地位、标准)；完成，成功,达到；完成
1019,14,acknowledge,0,\心承认，供认，对……表示感谢,承认
1020,14,cheer,0,v.喝彩，欢呼，鼓舞，鼓励nm.喝彩（（声)，欢呼（声),喝彩；欢呼；喝彩（声)；欢呼（声)
1021,14,chemical,0,adj.化学的，关于化学的;用化学方法的_n.化学制品，化学药品,化学的；化学制品；化学药品
1022,14,cherish,0,vt.珍爱，珍视，爱护，关心;抱有，怀有（希望、想法、感情等),珍爱；珍视
1023,14,chip,0,v.打破;切削（某物)n.(土豆等的)薄片，碎居，集成电路块,打破；集成电路块
1024,14,choice,0,n.选择（机会)，挑选，供选择的种类，选择项，入选者，精华adj.精选的，优质的,选择（机会)；挑选；选择项
1025,14,choose,0,"选择，措选，青欢,原意",选择；挑选
1026,14,board,0,n.板，木板，理事会，委员会，董事会，伙食，膳食费用v上船（车，飞机),董事会
1027,14,boast,0,n.自吹自擂，自夸的话，引以自豪的事物（或原因)v.（of，about)自吹自擂，夸焰，吹哈;以拥有……而自豪，有，包含,自吹自擂；夸耀；歇吐；有
1028,14,bonus,0,n.奖金，红利，补贴，额外的好处，意外收获,奖金；红利；补贴
1029,14,boom,0,n.低沉有回响的声音，（（经济、工商业等)繁荣期，迅速发展，（（城镇等的)兴起v.暴涨，激增;迅速发展，繁荧；发出隆隆声,繁荣期；迅速发展；繁荣
1030,14,boost,0,v.往上推!增加，提高n.增加，帮助，鼓励,增加；提高
1031,14,verbal,0,adj.用言辞的，用文字的;口头的，动词的,用文字的；口头的
1032,14,verdict,0,n.判断，裁定，（on)定论，意见,裁定；意见
1033,14,verify,0,已证明，证实，查对，查清,证明；证实
1034,14,verse,0,"韵文,请;诗节,请条",诗；诗句
1035,14,version,0,"型式)，版本，变化形式，译文，译木，翻译，说法,看法",版本
1036,14,vessel,0,n.船，舰;容器，器严;管，血管,船；般；管；血管
1037,15,holy,0,adj.神圣的，圣洁的,神圣的
1038,15,honor,0,n.苯敬，敬意，荣誉，光荣，荣寺，使感到光荣的人或事vt.尊敬，给以荣誉,尊敬；敬意；荣誉；光荣；给以荣誉
1039,15,honorable,0,adj.尊敬的，高尚的，荣誉的，光荣的,尊敬的；光荣的
1040,15,horizon,0,n.地平（线)，（（和知识、思想、经验、阅历、兴趣等的)范围，眼界，见识,地平（线)；范围；眼界；见识
1041,15,horizontal,0,"adj.水平的，地平线的mn,水平线(面)",
1042,15,ingenious,0,adj.（人、头脑)灵巧的，机灵的;（主意等)别出心裁的，巧妙的,灵巧的
1043,15,ingredient,0,n.组成部分，成分,组成部分；成分
1044,15,initial,0,adj.最初的，开始的，开头的。n.（名字的)首字母,最初的；开始的
1045,15,initiate,0,vt.开始，发起，使初步了解，让……加入,开始；发起
1046,15,initiative,0,n.主动性（权);进取心【解】n.倡议，新方案,主动性(权)；倡议；新方案
1047,15,local,0,adj.地方的，当地的，局部的,地方的；当地的；局部的
1048,15,locality,0,n.位置，地点,
1049,15,locate,0,vt.指出（地点或位置);使……坐落于，位于,指出（地点或位置)；位于
1050,15,location,0,n.位置，场所,位置
1051,15,neglect,0,vt/n.忽视，忽略;朴忽，玩忽,忽视；忽略；疏忽
1052,15,negligible,0,adj.可忽视的，微不足道的,可忽视的；微不足道的
1053,15,prescribe,0,v.规定，指定;开（药)，开处方,开（药)；开处方
1054,15,prescription,0,n.药方，处方，开处方，开药;计划；建议，秘诀,药方；处方
1055,15,presence,0,n.出席，到场;存在,出席；存在
1056,15,present,0,vt.赠送，给予，提出，递交;星现，表现，引见，介绍adj.出席的，到场的，现在的，目前的n.礼品，赠品;现在，目前,给予；呈现；现在的；目前的；现在；目前
1057,15,presently,0,adv.一会儿，不久;现在，目前,现在；目前
1058,15,preserve,0,vt.保护，保存【解】n.（（某群体)专有的活动,保护；（某群体)专有的活动
1059,15,preside,0,vi.（at，over)主持，主管，担任（会议)主席，(over)掌管，领导,主持
1060,15,press,0,n.报刊，新闻界，出版社，印刷厂;报道，评论，与论;按，挤，压，压力机v.按，挤，压;挤压，榨取;催促，表,报刊；新闻界；按；压；催促
1061,15,pressure,0,n.压（力)；强制，压迫,压(力)；压迫
1062,15,prestige,0,n.威望，威信，影响力,威望；威信；影响力
1063,15,presumably,0,adv.推测起来，大概,大概
1064,15,presume,0,v.推测，假定，假设，认为，推定，冒昧，胆敢做某事,假定；假设
1065,15,prevent,0,vt.防止，预防,防止；预防
1066,15,previous,0,adj.先前的，以前的,先前的；以前的
1067,15,prey,0,被捕食的动物，铺获物，[响]受损害者，笨牲品von/upon)捕食，掠夺，折磨，损害,捕获物；捕食
1068,15,reliable,0,adj.可靠的,可靠的
1069,15,reliance,0,n.(on)依靠，依赖,依靠；依赖
1070,15,religion,0,n.宗教，信仰，信念，信条,宗教
1071,15,religious,0,adj.宗教的，信教的，虔诚的,宗教的
1072,15,rely,0,v.(on/upon)依赖，依靠，信赖，信任,依赖；依靠；信任
1073,15,straight,0,adj.直的，笔直的;整齐的，端正的;正直的adv.直接地，正直地，直率地,直接地；直率地
1074,15,straightforward,0,adj.正直的，坦率的;简单的,简单的
1075,15,strain,0,v.使紧张，尽力使用，拉紧，绷紧，使损伤，使过劳n.拉力，张力;努力，尽力;过度，极度紧张;损伤，劳损,使损伤；使过劳；损伤；劳损
1076,15,strategy,0,n.战略，策略,战略；策略
1077,15,strength,0,n.力量，力气;实力，活力，效力,力量；实力
1078,15,strengthen,0,vt.加强，观固,加强；巩固
1079,15,strenuous,0,adj.努力的;奋力的，顽强的，紧张的，艰辛的，费力的，繁重的,奋力的
1080,15,transaction,0,n.办理，处理，交易，事务;（pl.)会报，学报,办理；交易
1081,15,transfer,0,v.转移，调动，转让，让与_n.迁移，转移，调动【解】n.转变,转移；调动；转变
1082,15,transform,0,v.牙变，改造，交换，使改观,改变；改造；使改观
1083,15,transient,0,adj.短暂的，转瞬即逝的，临时的,短暂的；转瞬即逝的
1084,15,translation,0,n.翻译，译文，译本,翻译；译文
1085,15,architect,0,n.建筑师，设计师，缔造者，创造者,建筑师；设计师
1086,15,architecture,0,n.建筑学，建筑术，建筑风格，建筑式样;结构,建筑学；建筑风格；结构
1087,15,archive,0,n.档案，档案馆，档案室v.把……存档，把……归档,档案；档案室
1088,15,area,0,n.地区，区域，范围，领域,地区；区域；领域
1089,15,arena,0,n.圆形运动场，圆形剧场，斗争场所，竞争舞台，活动场所,竞争钴台
1090,15,argue,0,v.争论，辩论，主张，说服,争论；辩论；主张
1091,15,argument,0,"争论，辩论;论据,论点",争论；辩论；论据
1092,15,arise,0,v.形成，产生，出现，上升，升起，起立，起身,产生；出现
1093,15,arouse,0,vt.使……奋发，引起，唤起，激起;唤醒,引起；激起
1094,15,array,0,n.显眼的，一系列，大量，排列，队形vt.部署（尤指兵力等)，穿着，打扮,一系列；大量
1095,15,visible,0,adj.看得见的，可见的，明显的，有形的,可见的；明显的
1096,15,vision,0,n.视力，视觉，想象，约想目光，眼力,想象；约想；目光
1097,15,visual,0,adj.看的，视觉的,视觉的
1098,15,vital,0,adj.（有)生命力的，致命的，极其重要的,生命力的；极其重要的
1099,15,vivid,0,adj.鲜艳的，生动的，棚棚如生的,生动的；棚棚如生的
1100,15,void,0,adj.空的，（of)无效的，没有的，缺乏的,空的；无效的；缺乏的
1101,15,volume,0,n.容积，体积;卷，册;音量，响度,体积；卷；册；音量
1102,15,consequence,0,n.结果，后果;影响，重要性,结果；后果；影响
1103,15,consequently,0,adv.因而，所以,因而；所以
1104,15,conservation,0,n.保存，保护，避免损失,保存；保护
1105,15,conservative,0,adj.保守的，守旧的。n.保守主义者,保守的；守旧的
1106,15,consider,0,v.考虑，细想;认为，把……看做，体贴，关心,考虑；细想；认为
1107,15,considerable,0,adj.相当大（多)的，可观的,相当大（多)的；可观的
1108,15,considerate,0,adj.考虑周到的，体谅的,考虑周到的；体谅的
1109,15,consume,0,v.消耗，花费，吃，喝,花费
1110,15,consumption,0,n.消费（量)，消耗，（医)肺结核，肺病,消费（量)
1111,15,dispute,0,v.争论，争执,争论；争执
1112,15,dissolve,0,v.溶解，融化;使溶解，使融化解散，取消,溶解；使溶解；解散
1113,15,exchange,0,"此交换，调换，况换，交流，交易n交换，互换，吕换，交流，交易，交换台,交易所",竞换；交易；交换；兑换；交流
1114,15,exclude,0,vt.拒绝，把……排除在外，排斥,把……排除在外
1115,15,exclusive,0,adj.专有的，独占的，除外的，排他的，（（商品、商店的)高档的，豪华的，高级的n.独家新闻，独家报道,专有的；独占的；排他的
1116,16,confine,0,vt.使不外出，幽禁，禁闭:限制，使局限,使不外出；禁闭；限制；使局限
1117,16,confirm,0,v.忆加强，巩固，证实，肯定;批准，确认,证实；确认
1118,16,conflict,0,"n.（（尤指长期的)战争，战斗,冲突，抵触v冲突，抵触",冲突；抵触
1119,16,confidence,0,n.信任，人信心，自信，把握;私下里说的话，秘密话,信任；自信；把握
1120,16,confident,0,adj.（of，in)确信的，自信的,确信的；自信的
1121,16,confidential,0,adj.秘密的，机密的，受信任的，委以机密的,秘密的；机密的
1122,16,configuration,0,n.布局，结构，构造，格局，形状;（计算机的)配置,布局；配置
1123,16,trail,0,n.踪迹，痕迹;（乡间)小道vt.追踪，跟踪,踪迹；痕迹；小道；跟踪
1124,16,train,0,n.列车，火车;行列v训练，培养【解】n.（>~of)一系列，一串,列车；火车；训练；培养；一系列；一串
1125,16,training,0,n.训练，培养,训练；培养
1126,16,trait,0,n.特征，特点，特性,特征；特点；特性
1127,16,view,0,景象，风景，意见，见解，观察，观看;眼界尼看待，观察;考虑,风景；见解；眼界；看待
1128,16,viewpoint,0,n.观点,
1129,16,violence,0,n.暴力，暴行，狂热，强烈的感情;激烈，狐烈,暴力；暴行
1130,16,violent,0,adj.猛烈的，激烈的，强暴的，暴力引起的,猛烈的；暴力引起的
1131,16,virtual,0,adj.实际上的，事实上的;（计)虚拟的,实际上的；虚拟的
1132,16,virtue,0,n.美德，德行，优点，长处,美德；优点
1133,16,apparent,0,adj.显然的，明明白白的;表面上的，瑶似（真实)的,表面上的
1134,16,appeal,0,v.有感染力，有吸引力;诉诸，求助;上诉，申诉，呼吁，层求n.呼吁，有居求，诉请，上诉;感染力，吸引力,有吸引力；上诉；申诉；呼吁；明求；基求；吸引力
1135,16,appear,0,Vi.出现，暴露，出场，问世;来到，好像是，仿佛,出现；问世；好像是
1136,16,appearance,0,n.出现，出场，露面，外表，外观，外艇,出现；外表；外观；外瑶
1137,16,appliance,0,n.用具，器具,用有具；器具
1138,16,applicable,0,adj.（to)能应用的，适用的,适用的
1139,16,application,0,n.（for)请求，申请;申请书（表);(to)适用，应用,申请；申请书；应用
1140,16,appoint,0,vt.任命，委派;约定，指定,任命；委派
1141,16,appointment,0,n.约会，预约，约定;任命，委托，职务，职位,预约；约定；任命
1142,16,apply,0,v.涂，敷，应用，使用;（在称呼人或物时)用上(字眼)；使（自己)致力于,应用；使用；申请
1143,16,appreciate,0,vv欣赏，赏识，重视，感激;（充分)意识到，理解，领会，涨价，增值,欣赏；感激；意识到；理解
1144,16,discriminate,0,v.区别，辨别，有区别地对待，歧视,有区别地对待；歧视
1145,16,discuss,0,\心讨论，商议,讨论
1146,16,disease,0,n.疾病,疾病
1147,16,escape,0,n.逃跑，逃脱。v(from)逃跑，和逃脱，躲避，避免,逃脱；逃跑；避免
1148,16,especially,0,adv.特别，尤其,特别；尤其
1149,16,essay,0,n.文章，短文v企图，试图,文章；短文
1150,16,essence,0,n.本质，实质，要素,本质；实质
1151,16,essential,0,adj.(to)必要的，必不可少的;本质的，基本的,必不可少的；本质的；基本的
1152,16,establish,0,v.已建立，设立，查实，确定，证实，(as，in)安置，使定居，派任,建立；查实；证实
1153,16,estimate,0,vtVn.估计，估价,估计；估价
1154,16,ethic,0,n.（pl.)道德体系，道德准则，伦理标准，行为准则；伦理学，道德学,道德体系；道德准则；行为准则；伦理学
1155,16,ethnic,0,adj.民族的，种族的，某文化群体的（典型的)nm.少数民族的成员，种族集团的成员,民族的；种族的
1156,16,evaluate,0,vt.估价，评价,评价
1157,16,industrial,0,adj.工业的，产业的,工业的；产业的
1158,16,industrialize,0,v（使)工业化,（使)工业化
1159,16,industry,0,n.工业，产业，勤劳，勤奋,工业；产业
1160,16,inevitable,0,adj.不可避免的，必然发生的,不可避免的；必然发生的
1161,16,miserable,0,adj.痛苦的，慧惨的,痛苦的
1162,16,misery,0,"痛苦，翡愉,不垃",痛苦
1163,16,mislead,0,vt.把……引错方向，把……引入歧途，误导，使产生错误想法，使误信:，坎骗,误导；使误信
1164,16,mix,0,"v.合群,（使)混合，混淆",（使)混合；混淆
1165,16,mixture,0,n.混合，混合物，混合剂,混合；混合物
1166,16,necessary,0,adj.必需的，必要的;必然的，无法避免的,必要的
1167,16,necessitate,0,vt.使成为必要，需要;（常用被动)迫使,需要
1168,16,necessity,0,n.必要（性)，(人迫切)需要;必需品，必然性，迫不得已，贫困,必要(性)；必需品；必然性
1169,16,negative,0,"adj.和否定的，消极的，阴性的_n.负数,（摄影)底片",否定的；消极的
1170,16,negotiate,0,"vv谈判,交涉,商议",商议
1171,16,outer,0,adj.外部的，外面的，外层的,外部的；外面的
1172,16,outlet,0,n.出路，出口，发泄途径【解】n.经销店,出路；出口；发泄途径；经销店
1173,16,outline,0,n.轮廓，外形，提纲，大纲，梗概,轮廓；梗概
1174,16,outlook,0,n.景色，风光;观点，见解;前景，展望,观点；前景；展望
1175,16,output,0,n.产量，输出量,产量；输出量
1176,16,poverty,0,n.贫穷，贫困,贫穷；贫困
1177,16,power,0,n.力，能力，功率，动(电)力;权（势)力，政权【解】v.提供动力,能力；权势)力；政权；提供动力
1178,16,practical,0,adj.实际的，实用的,实际的
1179,16,practice,0,n.练习，实习，实践，实际;业务，开业,练习；实践；业务
1180,16,practise,0,v.实践，实行，实习，训练，养成……的习惯，从事，执业,实践；实习；训练
1181,16,practitioner,0,n.习艺者，实习者，从业者（尤指行医者),从业者
1182,16,preach,0,v.讲道，布道，极力劝说，说教，况力鼓吹，宣传,讲道；布道；竟力鼓吹；宣传
1183,16,precede,0,v.心在（(……之)前，先于,先于
1184,16,precaution,0,n.预防，和警惕，预防措施,预防；预防措施
1185,16,precedent,0,n.先例adj.在前的，在先的，优先的,先例
1186,16,preceding,0,adj.在前的，前面的，在先的,前面的
1187,16,precious,0,adj.珍贵的，贵重的,珍贵的
1188,16,precise,0,adj.精确的，准确的,精确的
1189,16,precision,0,n.精确，精密度,精确；精密度
1190,16,stress,0,n.压力，紧张，着重，强调vt.着重，强调,压力；强调；着重
1191,16,stretch,0,v.伸展，伸直（身体)，伸长（腹膊、腿)；延伸，编延，延续，延长，使倾注全力，使竭尽所能_n.舒展，伸长;一片，一段（距离);（连续的)一段时间,伸展；延伸；绵延；延续；一段时间
1192,17,remote,0,"adj.（时间，距离)遥远的，偏僻的,（关系)疏远的，远离的，冷淡的;极不相同的，相差很大的",琐远的；偏僻的
1193,17,remove,0,v.搬迁，移动，移开，挪走，去掉，消除，脱去（衣服等)；开除，撤职,移开；去掉
1194,17,removal,0,n.移动，迁居，除去，切除，免职，开除,移动；除去
1195,17,remain,0,v.剩下，余留;留待，尚需，仍然是，依旧是，保持不变,剩下；余留；仍然是；保持不变
1196,17,remainder,0,"mn翻祭物，剩余时间，残余部分，其他人员，余数，余项,益数",剩余物；其他人员
1197,17,remains,0,n.(以)残余（物);遗迹，废墟，遗体,残余（物)；遗迹；废墟
1198,17,remedy,0,n.治疗，治疗法，药品，补救（办法)，纠正（办法)vt.医治，治疗;补救，纠正;革除，消除,治疗法；药品；纠正（办法)；治疗；纠正
1199,17,remember,0,v.记得，回想起，不忘记，代……问候，向……送礼,记得；回想起
1200,17,remind,0,vt.提醒，使想起,提醒；使想起
1201,17,render,0,v.使得，使成为;给予，回报；提出，呈报,使得；给予
1202,17,contemporary,0,"adj.同时代的，同时发生的;现代的，当代的。nm.同代人,（几乎)同年龄的人",现代的；当代的
1203,17,contempt,0,n.轻视，轻藏;（对规则、危险等的)划视，毫不苦惧,轻视；得视
1204,17,content,0,n.容量，含量，内容，目录;(单数)(书、文章、讲话、计划等的)主题，要上由;(网站上的)信息内容adj.满意（足)的，异意的,容量；含量；内容；满意（足)的
1205,17,contend,0,Vi.竞争，争夺，声称，主张,声称；主张
1206,17,contest,0,n.竞赛，比赛，(控制权或权力的)竞争，争夺v和争夺，竞争，争论，就…提出异议,竞赛；比赛；争论
1207,17,context,0,n.上下文，语境;（事件发生的)环境，背景,上下文；语境;（事件发生的)环境；背景
1208,17,contract,0,n.[律]合同，契约v缩小，缩得，缩紧，立约规定（或雇佣、承担、执行等);[医]感染（疾病)，患（病),合同；契约；缩小；立约规定（或雇佣、承担、执行等)
1209,17,contradict,0,vv反驳，同……相矛盾,同……相矛盾
1210,17,contrary,0,adj.相反的，对抗的，好与人作对的;对方的_n.相反的事物，反对，对立面,相反的；相反的事物
1211,17,contrast,0,v.使成对比，使成对照，形成对比，显出明显的差异n.对照，对比，差异，差别，明显不同的人（或事物),使成对比；使成对照；对照；对比；差异；差别
1212,17,diverse,0,adj.多种多样的，不同的,多种多样的
1213,17,diversion,0,n.转向，转移，转移注意力的事物，娱乐，消者,转向；转移；转移注意力的事物
1214,17,divert,0,vt.转移（某人的)注意力;（使)转向;改变（资金、材料等)的用途，挪用资金，盗用;使（某人)得到消遗或娱乐,转移（某人的)注意力;（使)转向；改变（资金、材料等)的用途
1215,17,divide,0,vv分，划分;分裂;分配，分享，分担;分开，隔开除【解】v.使产生分歧n.（（尤指不同群体在信仰或生活方式上的)差异，分歧，不同，时间、过程的)分,分配；分开；除；使产生分歧；分歧
1216,17,dividend,0,n.股息，红利，报酬，被除数,股息；红利
1217,17,division,0,"下分开，分配，部门(科，处，系等)，差异,分玻;除法",分开；分配；分歧
1218,17,document,0,n.公文，文件，文献，(计算机)文档v记录，记载（详情),文件；文献；记录；记载（详情)
1219,17,documentary,0,adj.文献的，文件的，记录的，纪实的n.(文献)纪录片,文献的；文件的；纪实的
1220,17,execute,0,vt.实行，实施，履行，[常用被动态](尤指依法)处决，处死，[律]执行（法令)，使（法律文件)生效,实施；执行（法令)
1221,17,executive,0,n.（（总)经理，董事，高管，行政负责人;（政府的)行政部门adj.实行的，执行的，行政的,经理；高管；行政负责人；执行的；行政的
1222,17,exemplify,0,vt.例示，举例证明,例示；举例证明
1223,17,exert,0,"此用(力)，尽(力)，运用，行使，发挥,施加（压力等",运用；行使；施加（压力等)
1224,17,exhaust,0,v.使入疲力尽，使疲惫不堪，用完，耗尽，汲空，抽完n.排气装置，废气,使筋疲力尽；耗尽；废气
1225,17,exist,0,vi.存在，实际上有;（尤指在困境或贫困中)生活，生存,存在
1226,17,existence,0,n.存在，生存，（尤指艰难或无聊的)生活（方式),存在；生存；生活(方式)
1227,17,exotic,0,adj.由外国引进的;吸引和人的，漂亮的，珍奇的，奇异的n.外来物，外来品种，外来语,由外国引进的
1228,17,moral,0,adj.道德(上)的，道义的，品行端正的，有道德的n.（pl.)品行，道德规范寓意，教育意义,道德(上)的；品行；道德规范；寅意
1229,17,morality,0,n.道德（规范)，伦理;美德,道德（规范)；美德
1230,17,moreover,0,adv.再者，此外，而且,此外；而且
1231,17,mostly,0,adv.几乎全部地，主要地，大部分，基本上,几乎全部地；主要地；大部分；基本上
1232,17,prior,0,adj.先前的，较早的，优先的;更重要的,先前的；较早的；优先的
1233,17,priority,0,n.（时间，顺序等的)先，前，优先，优先权;优先事项，最重要的事,优先权；优先事项；最重要的事
1234,17,privacy,0,n.隐居；私事，隐私,隐私
1235,17,private,0,adj.私人的，个人的;秘密的;私立的，私营的,私人的；私营的
1236,17,privilege,0,n.特权，优惠，特殊的待遇，特殊的荣幸,特权；特殊的待遇
1237,17,prudent,0,adj.廊慎的，小心的，有先见之明的;会打算的,讶慎的
1238,17,submit,0,v.屈服，服从，投降，听从，听任;提交，呈递（建议、报告或请求),屈服；提交；呈递
1239,17,subordinate,0,adj.下级的，附属的，次要的,下级的；附属的
1240,17,subscribe,0,v.捐助，玩助，订阅，订购;同意，签名,订阅；订购；同意
1241,17,subsequent,0,adj.随后的，后来的,随后的；后来的
1242,17,substance,0,n.物质，要则，基本内容;实质，本质，财力，资产,物质；实质
1243,17,substantial,0,adj.实质的，真实的，坚固的，结实的，大量的，富裕的，重要的,实质的；大量的
1244,17,substitute,0,n.代替者，代替物v代蔡，苦换,代蔡者；代替物；代替
1245,17,subtle,0,adj.微妙的，巧妙的，细微的，细致的，细心的，敏锐的，精妙的，灵巧的,微妙的；巧妙的；细微的；敏锐的
1246,17,associate,0,"v（使)联系,(（使)联合,（使)结合(with)结交，交往n.伙伴，合伙人，同事adj.联合的，联盟的，合伙的;副的;非正式的",（使)联系；伙伴；合伙人；同事；副的
1247,17,association,0,n.协会，团体，联合，联系，交往，联想,协会；联合；联系；交往；联想
1248,17,amend,0,vt.修改，修订，改进，改善,修改；改进
1249,17,among st,0,prep.在…之中，在……中间,
1250,17,amount,0,n.数量，总额vi(to)达到.….之多,数量；总额
1251,17,ample,0,adj.充足的，丰富的，宽敞的，面积大的,充足的
1252,17,amuse,0,此带乐，运笑，给……提供娱乐(或消道),逗乐
1253,18,stick,0,"n.棍，棒，拐杖v刺，翼，搬入，粘住，粘贴,（尤指迅速或随手)放置",刺；稚；粘贴
1254,18,stimulate,0,vt.刺激，促使，使兴奋,刺激；使兴奋
1255,18,stir,0,v.搅动，搅拌，使微动，移动;使行动，使奋起;引起，激起n.激动，篆动;纷乱，骚动;搅动,引起；激起；激动
1256,18,stipulate,0,v.规定，明确要求,规定；明确要求
1257,18,infer,0,vt.（from)（根据已知事实等)推断，推定,推断
1258,18,inference,0,n.推论，推理，结论，推断结果,推论；推理；推断结果
1259,18,inferior,0,adj.（to)下等的，下级的，差的，次的n.下级，晚辈,下等的；下级的；差的；次的
1260,18,influence,0,n.（on，over，with)影响，感化;势力，权势vt.影响，感化,影响
1261,18,influential,0,adj.有影响的，权势的,有影响的；权势的
1262,18,inform,0,v（of，about)通知，告诉，报告，告发，告密,通知；告诉
1263,18,information,0,n.情报，资料，消息，信息,情报；资料；信息
1264,18,approach,0,n.靠近，接近;（处理问题的)方法，态度【解】v（着手)处理，（开始)对付,方法；态度；靠近；接近；(着手)处理；(开始)对付
1265,18,appropriate,0,adj.恰当的，相称的,恰当的
1266,18,approval,0,n.（of)赞成，批准，同意，认可,赞成；批准；同意；认可
